Feature ID	Taxon	Confidence
18a9a7f2d106b4d838b3d7e7d4a479c9	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45	0.9999938277227866
2000e6f41b5253d62d4857213013e5a3	Unassigned	0.8113491014715235
4ecad2b09c434bb9f65721b0cc497b70	Unassigned	0.31350100755135024
ae0fad7e97049bf16bd975e441068b89	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Oligosphaerales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9999999831178173
036bc06074b1f7c68412d810d0ccd0fa	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__uncultured_bacterium	0.9845478210944489
ba8b7e339a7b99de08fd9d2602f7cdf5	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__metagenome	0.7407938379445416
5cd594beb7f5f8ded231ded026d30c98	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__uncultured; s__uncultured_Clostridium	0.995795562307275
e8b00f259f5b1e40571c7174a2ea5ce3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia	0.9437270596632563
ab6a828793f43b51e125d61e5caed470	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__uncultured; s__uncultured_Clostridium	0.9950972219199559
69628e0423db152d0a8d3d65bd3544f3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Proteocatella; s__uncultured_prokaryote	0.8344565051072962
b315032344f7a537bc9e8e7b14c2be11	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter	0.7481260884997392
d6b4b8a569e4043eaa24c28eb860a86a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9999924798953825
90d15f09d6ae8a41f4a561fe3c1a3cbf	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospirales; g__Hydrogenoanaerobacterium; s__uncultured_bacterium	0.9503739490337146
d7467810d8c1eb5e6426468b8ac373c5	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora	0.9329334837651098
8b73e46cb8fcb97a06c1cc5363bfeaf6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Proteiniclasticum	0.989207788506417
6863cacd3fd3fcd67dfbf342df7d0334	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	0.9991333617592744
a720a4e1805cb5ef1ba870c5461e4724	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurospirillaceae; g__Sulfurospirillum	0.9994332133443916
c52657dae7063f21a6e10e7f307c90bd	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9989415076690016
c0dd6505cc4f203846bd4b6cd6547682	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9999592268038399
3ab8ba349187385303758e814442092d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9999823818027365
0909aef261f034f083ff5b3582f7694e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9999278063007546
